case_id,process_activity,Auftragsnummer,Versand_ID,Verladestart,Verladeende,Versand_SOLL,Lagereinheit_ID,Packplatz,Packzeitpunkt,Menge,Lagerort_von,Lagerort_nach,Startzeitpunkt,Endzeitpunkt,Verspaetung,Lagerort
5992_323_73,Waren kommissionieren,5992,73,26.04.2022 20:06,26.04.2022 23:03,26.04.2022 20:36,323,Packplatz 06,26.04.2022 16:38,262,Hochregallager,Packplatz,2022-04-26 15:15:00,???,True,Packplatz
5996_306_23,Ware vereinnahmen,5996,23,26.04.2022 22:03,26.04.2022 22:26,26.04.2022 22:33,306,Packplatz 07,26.04.2022 21:40,464,Wareneingang,Hochregallager,??? ,2022-04-26 06:51:00,False,Wareneingang
5996_306_23,Waren lagern,5996,23,26.04.2022 22:03,26.04.2022 22:26,26.04.2022 22:33,306,Packplatz 07,26.04.2022 21:40,464,Hochregallager,Hochregallager,2022-04-26 07:00:00,2022-04-26 10:17:00,False,Hochregallager
5996_306_23,Waren kommissionieren,5996,23,26.04.2022 22:03,26.04.2022 22:26,26.04.2022 22:33,306,Packplatz 07,26.04.2022 21:40,464,Hochregallager,Packplatz,2022-04-26 11:06:00,???,False,Packplatz
6006_291_70,Ware vereinnahmen,6006,70,26.04.2022 16:05,26.04.2022 19:54,26.04.2022 16:35,291,Packplatz 06,26.04.2022 15:02,187,Wareneingang,Hochregallager,??? ,2022-04-26 07:12:00,True,Wareneingang
6006_291_70,Waren lagern,6006,70,26.04.2022 16:05,26.04.2022 19:54,26.04.2022 16:35,291,Packplatz 06,26.04.2022 15:02,187,Hochregallager,Hochregallager,2022-04-26 10:13:00,2022-04-26 10:56:00,True,Hochregallager
6006_291_70,Waren kommissionieren,6006,70,26.04.2022 16:05,26.04.2022 19:54,26.04.2022 16:35,291,Packplatz 06,26.04.2022 15:02,187,Hochregallager,Packplatz,2022-04-26 14:43:00,???,True,Packplatz
6022_116_66,Ware vereinnahmen,6022,66,26.04.2022 15:25,26.04.2022 19:14,26.04.2022 15:55,116,Packplatz 02,26.04.2022 15:09,294,Wareneingang,Hochregallager,??? ,2022-04-25 21:22:00,True,Wareneingang
6022_116_66,Waren lagern,6022,66,26.04.2022 15:25,26.04.2022 19:14,26.04.2022 15:55,116,Packplatz 02,26.04.2022 15:09,294,Hochregallager,Hochregallager,2022-04-25 22:16:00,2022-04-26 12:01:00,True,Hochregallager
6022_116_66,Waren kommissionieren,6022,66,26.04.2022 15:25,26.04.2022 19:14,26.04.2022 15:55,116,Packplatz 02,26.04.2022 15:09,294,Hochregallager,Packplatz,2022-04-26 12:25:00,???,True,Packplatz
6030_692_27,Ware vereinnahmen,6030,27,26.04.2022 18:23,26.04.2022 20:53,26.04.2022 18:53,692,Packplatz 10,26.04.2022 15:35,56,Wareneingang,Hochregallager,??? ,2022-04-26 00:39:00,True,Wareneingang
6030_692_27,Waren lagern,6030,27,26.04.2022 18:23,26.04.2022 20:53,26.04.2022 18:53,692,Packplatz 10,26.04.2022 15:35,56,Hochregallager,Hochregallager,2022-04-26 01:32:00,2022-04-26 12:13:00,True,Hochregallager
6030_692_27,Waren kommissionieren,6030,27,26.04.2022 18:23,26.04.2022 20:53,26.04.2022 18:53,692,Packplatz 10,26.04.2022 15:35,56,Hochregallager,Packplatz,2022-04-26 15:29:00,???,True,Packplatz
6037_395_42,Ware vereinnahmen,6037,42,26.04.2022 21:48,26.04.2022 23:48,26.04.2022 22:18,395,Packplatz 08,26.04.2022 19:13,256,Wareneingang,Hochregallager,??? ,2022-04-26 08:37:00,True,Wareneingang
6037_395_42,Waren lagern,6037,42,26.04.2022 21:48,26.04.2022 23:48,26.04.2022 22:18,395,Packplatz 08,26.04.2022 19:13,256,Hochregallager,Hochregallager,2022-04-26 12:29:00,2022-04-26 14:13:00,True,Hochregallager
6037_395_42,Waren kommissionieren,6037,42,26.04.2022 21:48,26.04.2022 23:48,26.04.2022 22:18,395,Packplatz 08,26.04.2022 19:13,256,Hochregallager,Packplatz,2022-04-26 17:02:00,???,True,Packplatz
6046_294_67,Ware vereinnahmen,6046,67,26.04.2022 15:07,26.04.2022 17:35,26.04.2022 15:37,294,Packplatz 03,26.04.2022 11:47,277,Wareneingang,Hochregallager,??? ,2022-04-26 09:44:00,True,Wareneingang
6046_294_67,Waren lagern,6046,67,26.04.2022 15:07,26.04.2022 17:35,26.04.2022 15:37,294,Packplatz 03,26.04.2022 11:47,277,Hochregallager,Hochregallager,2022-04-26 10:54:00,2022-04-26 06:03:00,True,Hochregallager
6046_294_67,Waren kommissionieren,6046,67,26.04.2022 15:07,26.04.2022 17:35,26.04.2022 15:37,294,Packplatz 03,26.04.2022 11:47,277,Hochregallager,Packplatz,2022-04-26 07:53:00,???,True,Packplatz
6061_954_72,Ware vereinnahmen,6061,72,26.04.2022 20:05,26.04.2022 21:08,26.04.2022 20:35,954,Packplatz 03,26.04.2022 19:12,268,Wareneingang,Hochregallager,??? ,2022-04-26 05:16:00,True,Wareneingang
6061_954_72,Waren lagern,6061,72,26.04.2022 20:05,26.04.2022 21:08,26.04.2022 20:35,954,Packplatz 03,26.04.2022 19:12,268,Hochregallager,Hochregallager,2022-04-26 07:04:00,2022-04-26 08:55:00,True,Hochregallager
6061_954_72,Waren kommissionieren,6061,72,26.04.2022 20:05,26.04.2022 21:08,26.04.2022 20:35,954,Packplatz 03,26.04.2022 19:12,268,Hochregallager,Packplatz,2022-04-26 10:36:00,???,True,Packplatz
6062_448_93,Ware vereinnahmen,6062,93,26.04.2022 16:23,26.04.2022 20:21,26.04.2022 16:53,448,Packplatz 04,26.04.2022 14:04,124,Wareneingang,Hochregallager,??? ,2022-04-26 09:08:00,True,Wareneingang
6062_448_93,Waren lagern,6062,93,26.04.2022 16:23,26.04.2022 20:21,26.04.2022 16:53,448,Packplatz 04,26.04.2022 14:04,124,Hochregallager,Hochregallager,2022-04-26 09:50:00,2022-04-26 11:04:00,True,Hochregallager
6062_448_93,Waren kommissionieren,6062,93,26.04.2022 16:23,26.04.2022 20:21,26.04.2022 16:53,448,Packplatz 04,26.04.2022 14:04,124,Hochregallager,Packplatz,2022-04-26 13:05:00,???,True,Packplatz
6083_681_93,Ware vereinnahmen,6083,93,26.04.2022 17:30,26.04.2022 17:36,26.04.2022 18:00,681,Packplatz 04,26.04.2022 14:52,233,Wareneingang,Hochregallager,??? ,2022-04-25 12:33:00,False,Wareneingang
6083_681_93,Waren lagern,6083,93,26.04.2022 17:30,26.04.2022 17:36,26.04.2022 18:00,681,Packplatz 04,26.04.2022 14:52,233,Hochregallager,Hochregallager,2022-04-25 14:43:00,2022-04-26 12:19:00,False,Hochregallager
6083_681_93,Waren kommissionieren,6083,93,26.04.2022 17:30,26.04.2022 17:36,26.04.2022 18:00,681,Packplatz 04,26.04.2022 14:52,233,Hochregallager,Packplatz,2022-04-26 14:08:00,???,False,Packplatz
6084_218_17,Ware vereinnahmen,6084,17,26.04.2022 18:36,26.04.2022 21:22,26.04.2022 19:06,218,Packplatz 10,26.04.2022 16:54,13,Wareneingang,Hochregallager,??? ,2022-04-25 22:14:00,True,Wareneingang
6084_218_17,Waren lagern,6084,17,26.04.2022 18:36,26.04.2022 21:22,26.04.2022 19:06,218,Packplatz 10,26.04.2022 16:54,13,Hochregallager,Hochregallager,2022-04-26 01:38:00,2022-04-26 16:42:00,True,Hochregallager
6084_218_17,Waren kommissionieren,6084,17,26.04.2022 18:36,26.04.2022 21:22,26.04.2022 19:06,218,Packplatz 10,26.04.2022 16:54,13,Hochregallager,Packplatz,2022-04-26 17:27:00,???,True,Packplatz
6085_735_91,Ware vereinnahmen,6085,91,26.04.2022 18:08,26.04.2022 21:36,26.04.2022 18:38,735,Packplatz 03,26.04.2022 15:56,371,Wareneingang,Hochregallager,??? ,2022-04-25 14:00:00,True,Wareneingang
6085_735_91,Waren lagern,6085,91,26.04.2022 18:08,26.04.2022 21:36,26.04.2022 18:38,735,Packplatz 03,26.04.2022 15:56,371,Hochregallager,Hochregallager,2022-04-25 17:17:00,2022-04-26 10:44:00,True,Hochregallager
6085_735_91,Waren kommissionieren,6085,91,26.04.2022 18:08,26.04.2022 21:36,26.04.2022 18:38,735,Packplatz 03,26.04.2022 15:56,371,Hochregallager,Packplatz,2022-04-26 14:32:00,???,True,Packplatz
6091_805_43,Ware vereinnahmen,6091,43,26.04.2022 17:52,26.04.2022 21:47,26.04.2022 18:22,805,Packplatz 04,26.04.2022 17:12,110,Wareneingang,Hochregallager,??? ,2022-04-25 22:14:00,True,Wareneingang
6091_805_43,Waren lagern,6091,43,26.04.2022 17:52,26.04.2022 21:47,26.04.2022 18:22,805,Packplatz 04,26.04.2022 17:12,110,Hochregallager,Hochregallager,2022-04-25 23:43:00,2022-04-26 09:14:00,True,Hochregallager
6091_805_43,Waren kommissionieren,6091,43,26.04.2022 17:52,26.04.2022 21:47,26.04.2022 18:22,805,Packplatz 04,26.04.2022 17:12,110,Hochregallager,Packplatz,2022-04-26 09:50:00,???,True,Packplatz
6094_523_72,Ware vereinnahmen,6094,72,26.04.2022 21:19,27.04.2022 00:56,26.04.2022 21:49,523,Packplatz 03,26.04.2022 20:23,438,Wareneingang,Hochregallager,??? ,2022-04-26 06:50:00,True,Wareneingang
6094_523_72,Waren lagern,6094,72,26.04.2022 21:19,27.04.2022 00:56,26.04.2022 21:49,523,Packplatz 03,26.04.2022 20:23,438,Hochregallager,Hochregallager,2022-04-26 07:50:00,2022-04-26 14:01:00,True,Hochregallager
6094_523_72,Waren kommissionieren,6094,72,26.04.2022 21:19,27.04.2022 00:56,26.04.2022 21:49,523,Packplatz 03,26.04.2022 20:23,438,Hochregallager,Packplatz,2022-04-26 15:57:00,???,True,Packplatz
6104_758_54,Ware vereinnahmen,6104,54,26.04.2022 15:36,26.04.2022 17:42,26.04.2022 16:06,758,Packplatz 08,26.04.2022 15:28,125,Wareneingang,Hochregallager,??? ,2022-04-26 00:45:00,True,Wareneingang
6104_758_54,Waren lagern,6104,54,26.04.2022 15:36,26.04.2022 17:42,26.04.2022 16:06,758,Packplatz 08,26.04.2022 15:28,125,Hochregallager,Hochregallager,2022-04-26 04:03:00,2022-04-26 11:18:00,True,Hochregallager
6104_758_54,Waren kommissionieren,6104,54,26.04.2022 15:36,26.04.2022 17:42,26.04.2022 16:06,758,Packplatz 08,26.04.2022 15:28,125,Hochregallager,Packplatz,2022-04-26 15:06:00,???,True,Packplatz
6119_341_12,Ware vereinnahmen,6119,12,26.04.2022 15:56,26.04.2022 19:15,26.04.2022 16:26,341,Packplatz 05,26.04.2022 13:38,335,Wareneingang,Hochregallager,??? ,2022-04-26 00:40:00,True,Wareneingang
6119_341_12,Waren lagern,6119,12,26.04.2022 15:56,26.04.2022 19:15,26.04.2022 16:26,341,Packplatz 05,26.04.2022 13:38,335,Hochregallager,Hochregallager,2022-04-26 02:21:00,2022-04-26 08:14:00,True,Hochregallager
6119_341_12,Waren kommissionieren,6119,12,26.04.2022 15:56,26.04.2022 19:15,26.04.2022 16:26,341,Packplatz 05,26.04.2022 13:38,335,Hochregallager,Packplatz,2022-04-26 11:56:00,???,True,Packplatz
6145_439_29,Ware vereinnahmen,6145,29,26.04.2022 16:29,26.04.2022 19:21,26.04.2022 16:59,439,Packplatz 01,26.04.2022 14:17,89,Wareneingang,Hochregallager,??? ,2022-04-26 04:27:00,True,Wareneingang
6145_439_29,Waren lagern,6145,29,26.04.2022 16:29,26.04.2022 19:21,26.04.2022 16:59,439,Packplatz 01,26.04.2022 14:17,89,Hochregallager,Hochregallager,2022-04-26 06:14:00,2022-04-26 12:19:00,True,Hochregallager
6145_439_29,Waren kommissionieren,6145,29,26.04.2022 16:29,26.04.2022 19:21,26.04.2022 16:59,439,Packplatz 01,26.04.2022 14:17,89,Hochregallager,Packplatz,2022-04-26 14:04:00,???,True,Packplatz
6146_303_78,Ware vereinnahmen,6146,78,26.04.2022 16:44,26.04.2022 19:37,26.04.2022 17:14,303,Packplatz 04,26.04.2022 15:58,178,Wareneingang,Hochregallager,??? ,2022-04-26 08:06:00,True,Wareneingang
6146_303_78,Waren lagern,6146,78,26.04.2022 16:44,26.04.2022 19:37,26.04.2022 17:14,303,Packplatz 04,26.04.2022 15:58,178,Hochregallager,Hochregallager,2022-04-26 09:12:00,2022-04-26 16:44:00,True,Hochregallager
6146_303_78,Waren kommissionieren,6146,78,26.04.2022 16:44,26.04.2022 19:37,26.04.2022 17:14,303,Packplatz 04,26.04.2022 15:58,178,Hochregallager,Packplatz,2022-04-26 17:04:00,???,True,Packplatz
6154_848_25,Ware vereinnahmen,6154,25,26.04.2022 19:56,26.04.2022 21:06,26.04.2022 20:26,848,Packplatz 06,26.04.2022 17:47,400,Wareneingang,Hochregallager,??? ,2022-04-26 08:49:00,True,Wareneingang
6154_848_25,Waren lagern,6154,25,26.04.2022 19:56,26.04.2022 21:06,26.04.2022 20:26,848,Packplatz 06,26.04.2022 17:47,400,Hochregallager,Hochregallager,2022-04-26 11:19:00,2022-04-26 11:33:00,True,Hochregallager
6154_848_25,Waren kommissionieren,6154,25,26.04.2022 19:56,26.04.2022 21:06,26.04.2022 20:26,848,Packplatz 06,26.04.2022 17:47,400,Hochregallager,Packplatz,2022-04-26 13:30:00,???,True,Packplatz
6164_257_39,Ware vereinnahmen,6164,39,26.04.2022 20:43,27.04.2022 00:16,26.04.2022 21:13,257,Packplatz 05,26.04.2022 18:32,139,Wareneingang,Hochregallager,??? ,2022-04-25 16:30:00,True,Wareneingang
6164_257_39,Waren lagern,6164,39,26.04.2022 20:43,27.04.2022 00:16,26.04.2022 21:13,257,Packplatz 05,26.04.2022 18:32,139,Hochregallager,Hochregallager,2022-04-25 20:01:00,2022-04-26 14:31:00,True,Hochregallager
6164_257_39,Waren kommissionieren,6164,39,26.04.2022 20:43,27.04.2022 00:16,26.04.2022 21:13,257,Packplatz 05,26.04.2022 18:32,139,Hochregallager,Packplatz,2022-04-26 16:05:00,???,True,Packplatz
6206_995_71,Ware vereinnahmen,6206,71,26.04.2022 17:24,26.04.2022 18:14,26.04.2022 17:54,995,Packplatz 10,26.04.2022 14:49,304,Wareneingang,Hochregallager,??? ,2022-04-26 04:42:00,True,Wareneingang
6206_995_71,Waren lagern,6206,71,26.04.2022 17:24,26.04.2022 18:14,26.04.2022 17:54,995,Packplatz 10,26.04.2022 14:49,304,Hochregallager,Hochregallager,2022-04-26 08:29:00,2022-04-26 10:14:00,True,Hochregallager
6206_995_71,Waren kommissionieren,6206,71,26.04.2022 17:24,26.04.2022 18:14,26.04.2022 17:54,995,Packplatz 10,26.04.2022 14:49,304,Hochregallager,Packplatz,2022-04-26 11:48:00,???,True,Packplatz
6214_631_31,Ware vereinnahmen,6214,31,26.04.2022 18:17,26.04.2022 20:02,26.04.2022 18:47,631,Packplatz 02,26.04.2022 16:21,423,Wareneingang,Hochregallager,??? ,2022-04-25 22:55:00,True,Wareneingang
6214_631_31,Waren lagern,6214,31,26.04.2022 18:17,26.04.2022 20:02,26.04.2022 18:47,631,Packplatz 02,26.04.2022 16:21,423,Hochregallager,Hochregallager,2022-04-26 00:06:00,2022-04-26 16:11:00,True,Hochregallager
6214_631_31,Waren kommissionieren,6214,31,26.04.2022 18:17,26.04.2022 20:02,26.04.2022 18:47,631,Packplatz 02,26.04.2022 16:21,423,Hochregallager,Packplatz,2022-04-26 18:41:00,???,True,Packplatz
6215_440_94,Ware vereinnahmen,6215,94,26.04.2022 20:57,26.04.2022 23:16,26.04.2022 21:27,440,Packplatz 06,26.04.2022 17:02,138,Wareneingang,Hochregallager,??? ,2022-04-25 23:10:00,True,Wareneingang
6215_440_94,Waren lagern,6215,94,26.04.2022 20:57,26.04.2022 23:16,26.04.2022 21:27,440,Packplatz 06,26.04.2022 17:02,138,Hochregallager,Hochregallager,2022-04-26 02:52:00,2022-04-26 13:26:00,True,Hochregallager
6215_440_94,Waren kommissionieren,6215,94,26.04.2022 20:57,26.04.2022 23:16,26.04.2022 21:27,440,Packplatz 06,26.04.2022 17:02,138,Hochregallager,Packplatz,2022-04-26 16:17:00,???,True,Packplatz
6216_170_67,Ware vereinnahmen,6216,67,26.04.2022 18:30,26.04.2022 19:10,26.04.2022 19:00,170,Packplatz 09,26.04.2022 18:15,189,Wareneingang,Hochregallager,??? ,2022-04-26 05:18:00,True,Wareneingang
6216_170_67,Waren lagern,6216,67,26.04.2022 18:30,26.04.2022 19:10,26.04.2022 19:00,170,Packplatz 09,26.04.2022 18:15,189,Hochregallager,Hochregallager,2022-04-26 06:36:00,2022-04-26 16:30:00,True,Hochregallager
6216_170_67,Waren kommissionieren,6216,67,26.04.2022 18:30,26.04.2022 19:10,26.04.2022 19:00,170,Packplatz 09,26.04.2022 18:15,189,Hochregallager,Packplatz,2022-04-26 17:21:00,???,True,Packplatz
6223_815_60,Ware vereinnahmen,6223,60,26.04.2022 18:32,26.04.2022 21:00,26.04.2022 19:02,815,Packplatz 02,26.04.2022 16:09,221,Wareneingang,Hochregallager,??? ,2022-04-26 02:57:00,True,Wareneingang
6223_815_60,Waren lagern,6223,60,26.04.2022 18:32,26.04.2022 21:00,26.04.2022 19:02,815,Packplatz 02,26.04.2022 16:09,221,Hochregallager,Hochregallager,2022-04-26 05:52:00,2022-04-26 11:49:00,True,Hochregallager
6223_815_60,Waren kommissionieren,6223,60,26.04.2022 18:32,26.04.2022 21:00,26.04.2022 19:02,815,Packplatz 02,26.04.2022 16:09,221,Hochregallager,Packplatz,2022-04-26 12:45:00,???,True,Packplatz
6223_815_89,Ware vereinnahmen,6223,89,26.04.2022 17:09,26.04.2022 18:52,26.04.2022 17:39,815,Packplatz 02,26.04.2022 16:09,221,Wareneingang,Hochregallager,??? ,2022-04-26 02:57:00,True,Wareneingang
6223_815_89,Waren lagern,6223,89,26.04.2022 17:09,26.04.2022 18:52,26.04.2022 17:39,815,Packplatz 02,26.04.2022 16:09,221,Hochregallager,Hochregallager,2022-04-26 05:52:00,2022-04-26 11:49:00,True,Hochregallager
6223_815_89,Waren kommissionieren,6223,89,26.04.2022 17:09,26.04.2022 18:52,26.04.2022 17:39,815,Packplatz 02,26.04.2022 16:09,221,Hochregallager,Packplatz,2022-04-26 12:45:00,???,True,Packplatz
6223_984_60,Ware vereinnahmen,6223,60,26.04.2022 18:32,26.04.2022 21:00,26.04.2022 19:02,984,Packplatz 04,26.04.2022 13:44,148,Wareneingang,Hochregallager,??? ,2022-04-26 05:37:00,True,Wareneingang
6223_984_60,Waren lagern,6223,60,26.04.2022 18:32,26.04.2022 21:00,26.04.2022 19:02,984,Packplatz 04,26.04.2022 13:44,148,Hochregallager,Hochregallager,2022-04-26 08:22:00,2022-04-26 09:19:00,True,Hochregallager
6223_984_60,Waren kommissionieren,6223,60,26.04.2022 18:32,26.04.2022 21:00,26.04.2022 19:02,984,Packplatz 04,26.04.2022 13:44,148,Hochregallager,Packplatz,2022-04-26 12:47:00,???,True,Packplatz
6223_984_89,Ware vereinnahmen,6223,89,26.04.2022 17:09,26.04.2022 18:52,26.04.2022 17:39,984,Packplatz 04,26.04.2022 13:44,148,Wareneingang,Hochregallager,??? ,2022-04-26 05:37:00,True,Wareneingang
6223_984_89,Waren lagern,6223,89,26.04.2022 17:09,26.04.2022 18:52,26.04.2022 17:39,984,Packplatz 04,26.04.2022 13:44,148,Hochregallager,Hochregallager,2022-04-26 08:22:00,2022-04-26 09:19:00,True,Hochregallager
6223_984_89,Waren kommissionieren,6223,89,26.04.2022 17:09,26.04.2022 18:52,26.04.2022 17:39,984,Packplatz 04,26.04.2022 13:44,148,Hochregallager,Packplatz,2022-04-26 12:47:00,???,True,Packplatz
6232_691_85,Ware vereinnahmen,6232,85,26.04.2022 17:41,26.04.2022 21:41,26.04.2022 18:11,691,Packplatz 01,26.04.2022 14:05,124,Wareneingang,Hochregallager,??? ,2022-04-25 08:44:00,True,Wareneingang
6232_691_85,Waren lagern,6232,85,26.04.2022 17:41,26.04.2022 21:41,26.04.2022 18:11,691,Packplatz 01,26.04.2022 14:05,124,Hochregallager,Hochregallager,2022-04-25 10:56:00,2022-04-26 10:52:00,True,Hochregallager
6232_691_85,Waren kommissionieren,6232,85,26.04.2022 17:41,26.04.2022 21:41,26.04.2022 18:11,691,Packplatz 01,26.04.2022 14:05,124,Hochregallager,Packplatz,2022-04-26 14:24:00,???,True,Packplatz
6252_492_32,Ware vereinnahmen,6252,32,26.04.2022 19:17,26.04.2022 20:28,26.04.2022 19:47,492,Packplatz 07,26.04.2022 15:46,189,Wareneingang,Hochregallager,??? ,2022-04-26 08:38:00,True,Wareneingang
6252_492_32,Waren lagern,6252,32,26.04.2022 19:17,26.04.2022 20:28,26.04.2022 19:47,492,Packplatz 07,26.04.2022 15:46,189,Hochregallager,Hochregallager,2022-04-26 11:33:00,2022-04-26 18:16:00,True,Hochregallager
6252_492_32,Waren kommissionieren,6252,32,26.04.2022 19:17,26.04.2022 20:28,26.04.2022 19:47,492,Packplatz 07,26.04.2022 15:46,189,Hochregallager,Packplatz,2022-04-26 18:28:00,???,True,Packplatz
6264_774_37,Ware vereinnahmen,6264,37,26.04.2022 21:28,26.04.2022 22:21,26.04.2022 21:58,774,Packplatz 09,26.04.2022 17:50,224,Wareneingang,Hochregallager,??? ,2022-04-26 05:51:00,True,Wareneingang
6264_774_37,Waren lagern,6264,37,26.04.2022 21:28,26.04.2022 22:21,26.04.2022 21:58,774,Packplatz 09,26.04.2022 17:50,224,Hochregallager,Hochregallager,2022-04-26 08:46:00,2022-04-26 13:25:00,True,Hochregallager
6264_774_37,Waren kommissionieren,6264,37,26.04.2022 21:28,26.04.2022 22:21,26.04.2022 21:58,774,Packplatz 09,26.04.2022 17:50,224,Hochregallager,Packplatz,2022-04-26 16:30:00,???,True,Packplatz
6271_318_63,Ware vereinnahmen,6271,63,26.04.2022 21:01,26.04.2022 21:55,26.04.2022 21:31,318,Packplatz 07,26.04.2022 18:36,88,Wareneingang,Hochregallager,??? ,2022-04-26 07:56:00,True,Wareneingang
6271_318_63,Waren lagern,6271,63,26.04.2022 21:01,26.04.2022 21:55,26.04.2022 21:31,318,Packplatz 07,26.04.2022 18:36,88,Hochregallager,Hochregallager,2022-04-26 08:53:00,2022-04-26 14:00:00,True,Hochregallager
6271_318_63,Waren kommissionieren,6271,63,26.04.2022 21:01,26.04.2022 21:55,26.04.2022 21:31,318,Packplatz 07,26.04.2022 18:36,88,Hochregallager,Packplatz,2022-04-26 15:36:00,???,True,Packplatz
6280_393_39,Ware vereinnahmen,6280,39,26.04.2022 20:03,26.04.2022 21:38,26.04.2022 20:33,393,Packplatz 08,26.04.2022 17:24,242,Wareneingang,Hochregallager,??? ,2022-04-25 22:28:00,True,Wareneingang
6280_393_39,Waren lagern,6280,39,26.04.2022 20:03,26.04.2022 21:38,26.04.2022 20:33,393,Packplatz 08,26.04.2022 17:24,242,Hochregallager,Hochregallager,2022-04-26 01:58:00,2022-04-26 11:44:00,True,Hochregallager
6280_393_39,Waren kommissionieren,6280,39,26.04.2022 20:03,26.04.2022 21:38,26.04.2022 20:33,393,Packplatz 08,26.04.2022 17:24,242,Hochregallager,Packplatz,2022-04-26 14:51:00,???,True,Packplatz
6290_931_59,Ware vereinnahmen,6290,59,26.04.2022 18:00,26.04.2022 20:27,26.04.2022 18:30,931,Packplatz 03,26.04.2022 14:00,184,Wareneingang,Hochregallager,??? ,2022-04-26 01:35:00,True,Wareneingang
6290_931_59,Waren lagern,6290,59,26.04.2022 18:00,26.04.2022 20:27,26.04.2022 18:30,931,Packplatz 03,26.04.2022 14:00,184,Hochregallager,Hochregallager,2022-04-26 04:53:00,2022-04-26 05:48:00,True,Hochregallager
6290_931_59,Waren kommissionieren,6290,59,26.04.2022 18:00,26.04.2022 20:27,26.04.2022 18:30,931,Packplatz 03,26.04.2022 14:00,184,Hochregallager,Packplatz,2022-04-26 09:34:00,???,True,Packplatz
6292_491_52,Ware vereinnahmen,6292,52,26.04.2022 19:53,26.04.2022 22:22,26.04.2022 20:23,491,Packplatz 05,26.04.2022 16:47,495,Wareneingang,Hochregallager,??? ,2022-04-26 10:06:00,True,Wareneingang
6292_491_52,Waren lagern,6292,52,26.04.2022 19:53,26.04.2022 22:22,26.04.2022 20:23,491,Packplatz 05,26.04.2022 16:47,495,Hochregallager,Hochregallager,2022-04-26 10:08:00,2022-04-26 10:55:00,True,Hochregallager
6292_491_52,Waren kommissionieren,6292,52,26.04.2022 19:53,26.04.2022 22:22,26.04.2022 20:23,491,Packplatz 05,26.04.2022 16:47,495,Hochregallager,Packplatz,2022-04-26 12:51:00,???,True,Packplatz
6294_620_98,Ware vereinnahmen,6294,98,26.04.2022 19:51,26.04.2022 23:49,26.04.2022 20:21,620,Packplatz 09,26.04.2022 18:06,496,Wareneingang,Hochregallager,??? ,2022-04-26 06:50:00,True,Wareneingang
6294_620_98,Waren lagern,6294,98,26.04.2022 19:51,26.04.2022 23:49,26.04.2022 20:21,620,Packplatz 09,26.04.2022 18:06,496,Hochregallager,Hochregallager,2022-04-26 10:34:00,2022-04-26 14:42:00,True,Hochregallager
6294_620_98,Waren kommissionieren,6294,98,26.04.2022 19:51,26.04.2022 23:49,26.04.2022 20:21,620,Packplatz 09,26.04.2022 18:06,496,Hochregallager,Packplatz,2022-04-26 17:07:00,???,True,Packplatz
6295_233_89,Ware vereinnahmen,6295,89,26.04.2022 18:37,26.04.2022 19:45,26.04.2022 19:07,233,Packplatz 08,26.04.2022 16:27,296,Wareneingang,Hochregallager,??? ,2022-04-26 05:53:00,True,Wareneingang
6295_233_89,Waren lagern,6295,89,26.04.2022 18:37,26.04.2022 19:45,26.04.2022 19:07,233,Packplatz 08,26.04.2022 16:27,296,Hochregallager,Hochregallager,2022-04-26 09:03:00,2022-04-26 11:24:00,True,Hochregallager
6295_233_89,Waren kommissionieren,6295,89,26.04.2022 18:37,26.04.2022 19:45,26.04.2022 19:07,233,Packplatz 08,26.04.2022 16:27,296,Hochregallager,Packplatz,2022-04-26 14:19:00,???,True,Packplatz
6306_341_58,Ware vereinnahmen,6306,58,26.04.2022 17:41,26.04.2022 18:33,26.04.2022 18:11,341,Packplatz 10,26.04.2022 16:13,305,Wareneingang,Hochregallager,??? ,2022-04-26 00:40:00,True,Wareneingang
6306_341_58,Waren lagern,6306,58,26.04.2022 17:41,26.04.2022 18:33,26.04.2022 18:11,341,Packplatz 10,26.04.2022 16:13,305,Hochregallager,Hochregallager,2022-04-26 02:21:00,2022-04-26 08:14:00,True,Hochregallager
6306_341_58,Waren kommissionieren,6306,58,26.04.2022 17:41,26.04.2022 18:33,26.04.2022 18:11,341,Packplatz 10,26.04.2022 16:13,305,Hochregallager,Packplatz,2022-04-26 11:56:00,???,True,Packplatz
6310_221_83,Ware vereinnahmen,6310,83,26.04.2022 17:44,26.04.2022 18:20,26.04.2022 18:14,221,Packplatz 08,26.04.2022 13:49,197,Wareneingang,Hochregallager,??? ,2022-04-26 06:01:00,True,Wareneingang
6310_221_83,Waren lagern,6310,83,26.04.2022 17:44,26.04.2022 18:20,26.04.2022 18:14,221,Packplatz 08,26.04.2022 13:49,197,Hochregallager,Hochregallager,2022-04-26 09:45:00,2022-04-26 10:21:00,True,Hochregallager
6310_221_83,Waren kommissionieren,6310,83,26.04.2022 17:44,26.04.2022 18:20,26.04.2022 18:14,221,Packplatz 08,26.04.2022 13:49,197,Hochregallager,Packplatz,2022-04-26 11:50:00,???,True,Packplatz
6314_957_31,Ware vereinnahmen,6314,31,26.04.2022 18:54,26.04.2022 21:06,26.04.2022 19:24,957,Packplatz 10,26.04.2022 16:56,222,Wareneingang,Hochregallager,??? ,2022-04-26 07:41:00,True,Wareneingang
