Auftragsnummer,Versand_ID,Verladestart,Verladeende,Versand_SOLL
2298,70,26.04.2022 14:34,26.04.2022 17:22,26.04.2022 15:04
9558,53,26.04.2022 21:04,26.04.2022 23:52,26.04.2022 21:34
7996,12,26.04.2022 17:53,26.04.2022 21:31,26.04.2022 18:23
4852,61,26.04.2022 17:28,26.04.2022 20:01,26.04.2022 17:58
3812,51,26.04.2022 14:10,26.04.2022 14:21,26.04.2022 14:40
2158,74,26.04.2022 18:16,26.04.2022 21:59,26.04.2022 18:46
8143,23,26.04.2022 16:53,26.04.2022 20:27,26.04.2022 17:23
2244,60,26.04.2022 20:07,26.04.2022 21:46,26.04.2022 20:37
1746,99,26.04.2022 18:37,26.04.2022 22:27,26.04.2022 19:07
4990,69,26.04.2022 14:45,26.04.2022 15:45,26.04.2022 15:15
6520,88,26.04.2022 18:13,26.04.2022 19:34,26.04.2022 18:43
2284,11,26.04.2022 19:08,26.04.2022 21:52,26.04.2022 19:38
9117,51,26.04.2022 17:48,26.04.2022 20:54,26.04.2022 18:18
6379,31,26.04.2022 18:24,26.04.2022 21:32,26.04.2022 18:54
5886,47,26.04.2022 21:39,27.04.2022 00:54,26.04.2022 22:09
7540,69,26.04.2022 19:49,26.04.2022 22:21,26.04.2022 20:19
1690,21,26.04.2022 18:25,26.04.2022 20:19,26.04.2022 18:55
6601,87,26.04.2022 16:24,26.04.2022 17:24,26.04.2022 16:54
4094,99,26.04.2022 20:05,26.04.2022 21:03,26.04.2022 20:35
9249,16,26.04.2022 16:51,26.04.2022 17:01,26.04.2022 17:21
8995,11,26.04.2022 16:21,26.04.2022 19:20,26.04.2022 16:51
6280,39,26.04.2022 20:03,26.04.2022 21:38,26.04.2022 20:33
8425,58,26.04.2022 15:57,26.04.2022 18:57,26.04.2022 16:27
2314,34,26.04.2022 18:15,26.04.2022 21:54,26.04.2022 18:45
6022,66,26.04.2022 15:25,26.04.2022 19:14,26.04.2022 15:55
1303,48,26.04.2022 16:41,26.04.2022 19:30,26.04.2022 17:11
6673,74,26.04.2022 21:08,27.04.2022 00:57,26.04.2022 21:38
3803,95,26.04.2022 15:00,26.04.2022 17:33,26.04.2022 15:30
2107,59,26.04.2022 17:21,26.04.2022 21:13,26.04.2022 17:51
6543,33,26.04.2022 15:25,26.04.2022 18:46,26.04.2022 15:55
9184,41,26.04.2022 19:33,26.04.2022 21:34,26.04.2022 20:03
4152,35,26.04.2022 18:23,26.04.2022 22:17,26.04.2022 18:53
9282,87,26.04.2022 19:35,26.04.2022 20:24,26.04.2022 20:05
6472,60,26.04.2022 18:04,26.04.2022 21:36,26.04.2022 18:34
2827,63,26.04.2022 19:53,26.04.2022 21:17,26.04.2022 20:23
9696,58,26.04.2022 17:38,26.04.2022 18:12,26.04.2022 18:08
5672,93,26.04.2022 17:02,26.04.2022 19:26,26.04.2022 17:32
6295,89,26.04.2022 18:37,26.04.2022 19:45,26.04.2022 19:07
7405,37,26.04.2022 16:55,26.04.2022 18:13,26.04.2022 17:25
5071,94,26.04.2022 19:15,26.04.2022 21:53,26.04.2022 19:45
1357,49,26.04.2022 17:25,26.04.2022 20:54,26.04.2022 17:55
6310,83,26.04.2022 17:44,26.04.2022 18:20,26.04.2022 18:14
7728,33,26.04.2022 17:46,26.04.2022 17:55,26.04.2022 18:16
9299,22,26.04.2022 16:25,26.04.2022 17:29,26.04.2022 16:55
3217,14,26.04.2022 17:29,26.04.2022 20:35,26.04.2022 17:59
5520,64,26.04.2022 17:08,26.04.2022 19:29,26.04.2022 17:38
9862,14,26.04.2022 17:21,26.04.2022 20:42,26.04.2022 17:51
7819,35,26.04.2022 20:53,27.04.2022 00:12,26.04.2022 21:23
6214,31,26.04.2022 18:17,26.04.2022 20:02,26.04.2022 18:47
1210,19,26.04.2022 13:56,26.04.2022 14:46,26.04.2022 14:26
8824,85,26.04.2022 19:33,26.04.2022 23:12,26.04.2022 20:03
3535,84,26.04.2022 18:39,26.04.2022 20:06,26.04.2022 19:09
6658,72,26.04.2022 17:33,26.04.2022 19:13,26.04.2022 18:03
7432,50,26.04.2022 18:43,26.04.2022 21:38,26.04.2022 19:13
8659,95,26.04.2022 19:05,26.04.2022 21:17,26.04.2022 19:35
2896,77,26.04.2022 20:24,26.04.2022 20:38,26.04.2022 20:54
1206,34,26.04.2022 17:41,26.04.2022 20:07,26.04.2022 18:11
6352,10,26.04.2022 19:43,26.04.2022 22:34,26.04.2022 20:13
6061,72,26.04.2022 20:05,26.04.2022 21:08,26.04.2022 20:35
3146,78,26.04.2022 22:08,27.04.2022 01:44,26.04.2022 22:38
5022,77,26.04.2022 19:16,26.04.2022 22:21,26.04.2022 19:46
1408,20,26.04.2022 17:13,26.04.2022 19:22,26.04.2022 17:43
4402,27,26.04.2022 17:47,26.04.2022 19:48,26.04.2022 18:17
6336,27,26.04.2022 20:57,26.04.2022 22:32,26.04.2022 21:27
1303,50,26.04.2022 17:25,26.04.2022 20:22,26.04.2022 17:55
5979,42,26.04.2022 19:11,26.04.2022 21:35,26.04.2022 19:41
6892,22,26.04.2022 16:02,26.04.2022 16:54,26.04.2022 16:32
8149,72,26.04.2022 15:03,26.04.2022 18:47,26.04.2022 15:33
7374,19,26.04.2022 18:33,26.04.2022 18:55,26.04.2022 19:03
5550,98,26.04.2022 20:04,26.04.2022 20:15,26.04.2022 20:34
6325,69,26.04.2022 16:23,26.04.2022 19:22,26.04.2022 16:53
4374,24,26.04.2022 19:54,26.04.2022 21:57,26.04.2022 20:24
3199,60,26.04.2022 16:20,26.04.2022 16:48,26.04.2022 16:50
1325,37,26.04.2022 20:25,26.04.2022 23:00,26.04.2022 20:55
8191,11,26.04.2022 21:02,26.04.2022 21:56,26.04.2022 21:32
6440,84,26.04.2022 17:49,26.04.2022 19:46,26.04.2022 18:19
2040,42,26.04.2022 19:24,26.04.2022 19:48,26.04.2022 19:54
4151,11,26.04.2022 18:13,26.04.2022 19:36,26.04.2022 18:43
6252,32,26.04.2022 19:17,26.04.2022 20:28,26.04.2022 19:47
7904,27,26.04.2022 20:54,27.04.2022 00:16,26.04.2022 21:24
1852,89,26.04.2022 19:43,26.04.2022 23:07,26.04.2022 20:13
5150,63,26.04.2022 17:15,26.04.2022 18:03,26.04.2022 17:45
5078,39,26.04.2022 20:34,26.04.2022 22:04,26.04.2022 21:04
1512,36,26.04.2022 22:30,26.04.2022 23:45,26.04.2022 23:00
7765,38,26.04.2022 16:50,26.04.2022 19:28,26.04.2022 17:20
6206,71,26.04.2022 17:24,26.04.2022 18:14,26.04.2022 17:54
6991,84,26.04.2022 18:23,26.04.2022 21:59,26.04.2022 18:53
6146,78,26.04.2022 16:44,26.04.2022 19:37,26.04.2022 17:14
1551,42,26.04.2022 20:51,26.04.2022 21:37,26.04.2022 21:21
8320,45,26.04.2022 16:41,26.04.2022 18:59,26.04.2022 17:11
5388,41,26.04.2022 20:43,26.04.2022 22:03,26.04.2022 21:13
5539,29,26.04.2022 20:55,26.04.2022 22:24,26.04.2022 21:25
8907,75,26.04.2022 20:18,26.04.2022 20:34,26.04.2022 20:48
7837,23,26.04.2022 20:47,27.04.2022 00:40,26.04.2022 21:17
6496,70,26.04.2022 16:03,26.04.2022 18:04,26.04.2022 16:33
7464,49,26.04.2022 19:14,26.04.2022 19:37,26.04.2022 19:44
8206,80,26.04.2022 18:23,26.04.2022 18:26,26.04.2022 18:53
3810,51,26.04.2022 20:29,26.04.2022 21:01,26.04.2022 20:59
1728,59,26.04.2022 18:34,26.04.2022 22:04,26.04.2022 19:04
6329,48,26.04.2022 17:55,26.04.2022 18:38,26.04.2022 18:25
7033,37,26.04.2022 20:11,26.04.2022 20:41,26.04.2022 20:41
1648,31,26.04.2022 18:14,26.04.2022 19:51,26.04.2022 18:44
6290,59,26.04.2022 18:00,26.04.2022 20:27,26.04.2022 18:30
3726,36,26.04.2022 21:28,26.04.2022 21:56,26.04.2022 21:58
4400,33,26.04.2022 17:04,26.04.2022 20:10,26.04.2022 17:34
4774,97,26.04.2022 18:08,26.04.2022 20:54,26.04.2022 18:38
4123,10,26.04.2022 17:54,26.04.2022 19:15,26.04.2022 18:24
6361,63,26.04.2022 18:18,26.04.2022 20:00,26.04.2022 18:48
6692,98,26.04.2022 17:06,26.04.2022 19:34,26.04.2022 17:36
8916,89,26.04.2022 19:39,26.04.2022 20:42,26.04.2022 20:09
6154,25,26.04.2022 19:56,26.04.2022 21:06,26.04.2022 20:26
3728,62,26.04.2022 20:52,26.04.2022 22:11,26.04.2022 21:22
4057,74,26.04.2022 20:37,26.04.2022 20:47,26.04.2022 21:07
1484,26,26.04.2022 17:27,26.04.2022 19:59,26.04.2022 17:57
4918,63,26.04.2022 18:46,26.04.2022 21:55,26.04.2022 19:16
3220,30,26.04.2022 18:21,26.04.2022 21:35,26.04.2022 18:51
8695,92,26.04.2022 14:51,26.04.2022 15:07,26.04.2022 15:21
1806,46,26.04.2022 19:45,26.04.2022 21:13,26.04.2022 20:15
2019,33,26.04.2022 19:19,26.04.2022 20:05,26.04.2022 19:49
7208,86,26.04.2022 21:16,27.04.2022 00:47,26.04.2022 21:46
7268,87,26.04.2022 19:38,26.04.2022 21:25,26.04.2022 20:08
5890,62,26.04.2022 18:25,26.04.2022 22:11,26.04.2022 18:55
6440,88,26.04.2022 13:21,26.04.2022 14:11,26.04.2022 13:51
7721,34,26.04.2022 19:34,26.04.2022 21:43,26.04.2022 20:04
8251,48,26.04.2022 20:22,26.04.2022 23:08,26.04.2022 20:52
6334,68,26.04.2022 17:45,26.04.2022 18:53,26.04.2022 18:15
3055,58,26.04.2022 17:26,26.04.2022 20:43,26.04.2022 17:56
7734,41,26.04.2022 16:11,26.04.2022 18:09,26.04.2022 16:41
1921,77,26.04.2022 19:46,26.04.2022 22:52,26.04.2022 20:16
7717,68,26.04.2022 19:11,26.04.2022 22:45,26.04.2022 19:41
9075,33,26.04.2022 16:34,26.04.2022 19:34,26.04.2022 17:04
1598,56,26.04.2022 16:53,26.04.2022 17:24,26.04.2022 17:23
1794,69,26.04.2022 14:02,26.04.2022 16:31,26.04.2022 14:32
5782,60,26.04.2022 20:30,26.04.2022 22:11,26.04.2022 21:00
8854,70,26.04.2022 19:38,26.04.2022 22:05,26.04.2022 20:08
2876,64,26.04.2022 22:59,27.04.2022 02:19,26.04.2022 23:29
1789,88,26.04.2022 18:52,26.04.2022 22:20,26.04.2022 19:22
2082,80,26.04.2022 16:03,26.04.2022 18:25,26.04.2022 16:33
5027,39,26.04.2022 16:43,26.04.2022 18:35,26.04.2022 17:13
3251,96,26.04.2022 19:22,26.04.2022 21:46,26.04.2022 19:52
8574,27,26.04.2022 15:21,26.04.2022 16:37,26.04.2022 15:51
2206,61,26.04.2022 18:45,26.04.2022 20:06,26.04.2022 19:15
8017,56,26.04.2022 16:55,26.04.2022 19:50,26.04.2022 17:25
2516,47,26.04.2022 19:39,26.04.2022 19:59,26.04.2022 20:09
8434,80,26.04.2022 16:52,26.04.2022 19:53,26.04.2022 17:22
7764,71,26.04.2022 16:09,26.04.2022 19:29,26.04.2022 16:39
6145,29,26.04.2022 16:29,26.04.2022 19:21,26.04.2022 16:59
3079,67,26.04.2022 20:32,26.04.2022 23:33,26.04.2022 21:02
4584,65,26.04.2022 19:49,26.04.2022 22:20,26.04.2022 20:19
4690,18,26.04.2022 16:36,26.04.2022 19:36,26.04.2022 17:06
8197,67,26.04.2022 18:29,26.04.2022 21:15,26.04.2022 18:59
5153,21,26.04.2022 17:10,26.04.2022 18:49,26.04.2022 17:40
5838,72,26.04.2022 16:50,26.04.2022 19:14,26.04.2022 17:20
2167,52,26.04.2022 16:03,26.04.2022 19:25,26.04.2022 16:33
5395,65,26.04.2022 15:39,26.04.2022 19:00,26.04.2022 16:09
8147,33,26.04.2022 16:16,26.04.2022 16:32,26.04.2022 16:46
8482,40,26.04.2022 21:45,26.04.2022 22:07,26.04.2022 22:15
3695,50,26.04.2022 17:13,26.04.2022 20:12,26.04.2022 17:43
8761,51,26.04.2022 21:01,26.04.2022 21:56,26.04.2022 21:31
4782,16,26.04.2022 15:21,26.04.2022 15:31,26.04.2022 15:51
5707,57,26.04.2022 20:43,27.04.2022 00:16,26.04.2022 21:13
4350,76,26.04.2022 20:55,26.04.2022 21:28,26.04.2022 21:25
1844,71,26.04.2022 17:56,26.04.2022 19:08,26.04.2022 18:26
4147,27,26.04.2022 19:01,26.04.2022 20:31,26.04.2022 19:31
1738,45,26.04.2022 22:35,27.04.2022 02:17,26.04.2022 23:05
4588,47,26.04.2022 21:30,26.04.2022 21:55,26.04.2022 22:00
2268,98,26.04.2022 16:39,26.04.2022 19:07,26.04.2022 17:09
6601,13,26.04.2022 17:43,26.04.2022 20:30,26.04.2022 18:13
3601,20,26.04.2022 18:08,26.04.2022 18:44,26.04.2022 18:38
7856,72,26.04.2022 19:17,26.04.2022 22:11,26.04.2022 19:47
3031,48,26.04.2022 16:40,26.04.2022 18:25,26.04.2022 17:10
5944,62,26.04.2022 17:40,26.04.2022 18:06,26.04.2022 18:10
2752,99,26.04.2022 19:39,26.04.2022 19:50,26.04.2022 20:09
6454,72,26.04.2022 18:38,26.04.2022 20:38,26.04.2022 19:08
5660,12,26.04.2022 18:26,26.04.2022 18:52,26.04.2022 18:56
9048,28,26.04.2022 17:14,26.04.2022 20:40,26.04.2022 17:44
6833,76,26.04.2022 17:43,26.04.2022 20:19,26.04.2022 18:13
5814,89,26.04.2022 18:14,26.04.2022 20:37,26.04.2022 18:44
4769,52,26.04.2022 19:56,26.04.2022 22:49,26.04.2022 20:26
7738,48,26.04.2022 20:57,27.04.2022 00:33,26.04.2022 21:27
3330,52,26.04.2022 17:02,26.04.2022 20:06,26.04.2022 17:32
3835,58,26.04.2022 18:47,26.04.2022 22:39,26.04.2022 19:17
9238,71,26.04.2022 18:50,26.04.2022 20:53,26.04.2022 19:20
7475,92,26.04.2022 18:24,26.04.2022 18:31,26.04.2022 18:54
1948,70,26.04.2022 18:40,26.04.2022 21:17,26.04.2022 19:10
8256,14,26.04.2022 20:50,26.04.2022 21:45,26.04.2022 21:20
1906,35,26.04.2022 19:38,26.04.2022 23:17,26.04.2022 20:08
4758,67,26.04.2022 19:25,26.04.2022 22:52,26.04.2022 19:55
5091,62,26.04.2022 18:23,26.04.2022 21:12,26.04.2022 18:53
6223,89,26.04.2022 17:09,26.04.2022 18:52,26.04.2022 17:39
1204,87,26.04.2022 23:02,26.04.2022 23:23,26.04.2022 23:32
9384,46,26.04.2022 19:47,26.04.2022 23:43,26.04.2022 20:17
5280,64,26.04.2022 18:37,26.04.2022 20:45,26.04.2022 19:07
2368,20,26.04.2022 20:08,26.04.2022 21:34,26.04.2022 20:38
6997,90,26.04.2022 16:54,26.04.2022 19:33,26.04.2022 17:24
8004,53,26.04.2022 21:06,26.04.2022 21:34,26.04.2022 21:36
1302,43,26.04.2022 18:58,26.04.2022 21:55,26.04.2022 19:28
7582,51,26.04.2022 17:27,26.04.2022 17:31,26.04.2022 17:57
4124,15,26.04.2022 17:28,26.04.2022 21:19,26.04.2022 17:58
3853,92,26.04.2022 19:34,26.04.2022 21:58,26.04.2022 20:04
1550,97,26.04.2022 16:34,26.04.2022 16:49,26.04.2022 17:04
6511,66,26.04.2022 19:28,26.04.2022 19:35,26.04.2022 19:58
9434,50,26.04.2022 17:48,26.04.2022 19:44,26.04.2022 18:18
8418,65,26.04.2022 18:22,26.04.2022 18:36,26.04.2022 18:52
7032,20,26.04.2022 18:57,26.04.2022 20:01,26.04.2022 19:27
1408,95,26.04.2022 15:42,26.04.2022 16:04,26.04.2022 16:12
3343,48,26.04.2022 21:09,26.04.2022 23:27,26.04.2022 21:39
1246,84,26.04.2022 19:07,26.04.2022 21:09,26.04.2022 19:37
6889,28,26.04.2022 19:40,26.04.2022 21:40,26.04.2022 20:10
7801,54,26.04.2022 18:57,26.04.2022 19:21,26.04.2022 19:27
9412,68,26.04.2022 17:07,26.04.2022 17:26,26.04.2022 17:37
9940,73,26.04.2022 18:13,26.04.2022 19:33,26.04.2022 18:43
5752,69,26.04.2022 20:19,26.04.2022 21:06,26.04.2022 20:49
1278,18,26.04.2022 16:15,26.04.2022 19:09,26.04.2022 16:45
8169,16,26.04.2022 18:59,26.04.2022 21:34,26.04.2022 19:29
9584,96,26.04.2022 17:18,26.04.2022 20:42,26.04.2022 17:48
1498,46,26.04.2022 15:34,26.04.2022 16:17,26.04.2022 16:04
4936,10,26.04.2022 17:10,26.04.2022 19:19,26.04.2022 17:40
8660,17,26.04.2022 15:20,26.04.2022 15:38,26.04.2022 15:50
6854,66,26.04.2022 21:50,27.04.2022 00:49,26.04.2022 22:20
7232,44,26.04.2022 17:59,26.04.2022 19:53,26.04.2022 18:29
5242,86,26.04.2022 18:47,26.04.2022 19:01,26.04.2022 19:17
5573,33,26.04.2022 15:07,26.04.2022 17:54,26.04.2022 15:37
4596,16,26.04.2022 19:26,26.04.2022 20:45,26.04.2022 19:56
6084,17,26.04.2022 18:36,26.04.2022 21:22,26.04.2022 19:06
6438,53,26.04.2022 15:09,26.04.2022 16:46,26.04.2022 15:39
2898,98,26.04.2022 16:38,26.04.2022 16:53,26.04.2022 17:08
4258,39,26.04.2022 17:32,26.04.2022 18:48,26.04.2022 18:02
7690,64,26.04.2022 15:44,26.04.2022 16:52,26.04.2022 16:14
8930,27,26.04.2022 18:16,26.04.2022 21:06,26.04.2022 18:46
9740,43,26.04.2022 18:59,26.04.2022 22:41,26.04.2022 19:29
7552,85,26.04.2022 15:34,26.04.2022 17:53,26.04.2022 16:04
2497,87,26.04.2022 13:36,26.04.2022 14:12,26.04.2022 14:06
3100,97,26.04.2022 18:00,26.04.2022 19:48,26.04.2022 18:30
5002,16,26.04.2022 16:06,26.04.2022 16:49,26.04.2022 16:36
9572,97,26.04.2022 19:05,26.04.2022 20:06,26.04.2022 19:35
7509,65,26.04.2022 17:28,26.04.2022 19:53,26.04.2022 17:58
4324,32,26.04.2022 19:08,26.04.2022 21:55,26.04.2022 19:38
9364,12,26.04.2022 12:49,26.04.2022 16:45,26.04.2022 13:19
6526,74,26.04.2022 20:06,26.04.2022 22:47,26.04.2022 20:36
9061,83,26.04.2022 17:51,26.04.2022 19:07,26.04.2022 18:21
3160,65,26.04.2022 19:00,26.04.2022 20:20,26.04.2022 19:30
6164,39,26.04.2022 20:43,27.04.2022 00:16,26.04.2022 21:13
6976,39,26.04.2022 22:00,27.04.2022 00:49,26.04.2022 22:30
1351,85,26.04.2022 20:14,26.04.2022 21:43,26.04.2022 20:44
5272,73,26.04.2022 18:34,26.04.2022 21:31,26.04.2022 19:04
2056,26,26.04.2022 18:50,26.04.2022 22:33,26.04.2022 19:20
8082,75,26.04.2022 23:00,27.04.2022 00:53,26.04.2022 23:30
6037,42,26.04.2022 21:48,26.04.2022 23:48,26.04.2022 22:18
6994,75,26.04.2022 22:56,27.04.2022 00:42,26.04.2022 23:26
3181,75,26.04.2022 17:24,26.04.2022 19:51,26.04.2022 17:54
8209,90,26.04.2022 17:36,26.04.2022 21:09,26.04.2022 18:06
5992,73,26.04.2022 20:06,26.04.2022 23:03,26.04.2022 20:36
4076,49,26.04.2022 17:03,26.04.2022 19:43,26.04.2022 17:33
6746,90,26.04.2022 16:41,26.04.2022 17:39,26.04.2022 17:11
1835,52,26.04.2022 20:22,26.04.2022 21:09,26.04.2022 20:52
2799,84,26.04.2022 20:09,26.04.2022 22:14,26.04.2022 20:39
7648,40,26.04.2022 19:10,26.04.2022 19:43,26.04.2022 19:40
9710,54,26.04.2022 19:03,26.04.2022 20:26,26.04.2022 19:33
2805,55,26.04.2022 18:56,26.04.2022 20:34,26.04.2022 19:26
1139,33,26.04.2022 17:37,26.04.2022 20:21,26.04.2022 18:07
1390,65,26.04.2022 19:50,26.04.2022 20:17,26.04.2022 20:20
7886,25,26.04.2022 20:13,26.04.2022 23:59,26.04.2022 20:43
5084,48,26.04.2022 18:40,26.04.2022 19:42,26.04.2022 19:10
4936,70,26.04.2022 18:59,26.04.2022 22:39,26.04.2022 19:29
6595,59,26.04.2022 17:42,26.04.2022 18:52,26.04.2022 18:12
4822,84,26.04.2022 21:33,26.04.2022 23:59,26.04.2022 22:03
